brand;model;generation;version;productionYear;mileage;enginePowerKW;engineCapacity;bodyType;bodyTypeText;fuelType;fuelTypeText;price;currency
Lexus;RX;Inny;Inny;2022;48796.0;175.0;1998.0;SUV;SUV;GASOLINE;Benzyna;199800;PLN
Volvo;XC90;Inny;Inny;2019;170343.0;173.0;1969.0;SUV;SUV;DIESEL;Diesel;131800;PLN
Volkswagen;Passat;Inny;Inny;2024;7.0;195.0;1968.0;KOMBI;Kombi;GASOLINE;Benzyna;229900;PLN
BMW;Seria 3;Inny;Inny;2000;341536.0;100.0;1951.0;KOMBI;Kombi;DIESEL;Diesel;8700;PLN
Ford;KA;KA II;1.2 (69 KM);2009;116000.0;51.0;1200.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;11900;PLN
Toyota;Proace;Inny;Inny;2021;117000.0;106.0;1997.0;BUS;Nieznany;DIESEL;Diesel;114900;PLN
Volkswagen;Arteon;Inny;Inny;2021;17091.0;235.0;1968.0;SEDAN;Sedan;GASOLINE;Benzyna;219900;PLN
Fiat;500L;Inny;Inny;2017;99227.0;88.0;1368.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;44700;PLN
Toyota;Yaris;Inny;Inny;2022;71997.0;92.0;1496.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;69900;PLN
Peugeot;3008;Inny;Inny;2022;5701.0;96.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;121900;PLN
Seat;Ateca;Inny;Inny;2020;74500.0;110.0;2000.0;SUV;SUV;DIESEL;Diesel;99900;PLN
Opel;Combo;Inny;Inny;2021;144789.0;96.0;1499.0;MINIVAN;Minivan;DIESEL;Diesel;62500;PLN
Toyota;Camry;Inny;Inny;2019;90538.0;;2487.0;SEDAN;Sedan;OTHER;Inny;79000;PLN
Nissan;Juke;Inny;Inny;2020;23660.0;86.0;999.0;SUV;SUV;GASOLINE;Benzyna;79900;PLN
Renault;Master;Inny;Inny;2021;163603.0;120.0;2299.0;OTHER;Nieznany;DIESEL;Diesel;60180;PLN
Ford;Galaxy;Galaxy II;2.0 TDCi (140 KM);2008;307000.0;103.0;1997.0;MINIVAN;Minivan;DIESEL;Diesel;24999;PLN
Opel;Crossland;Inny;Inny;2019;41288.0;81.0;1200.0;OTHER;Nieznany;GASOLINE;Benzyna;38166;EUR
Renault;Trafic;Trafic III;Inny;2014;154019.0;66.0;1995.0;MINIVAN;Minivan;DIESEL;Diesel;18900;PLN
Volkswagen;Golf;Inny;Inny;2007;267000.0;77.0;1900.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;11800;PLN
Skoda;Octavia;Inny;Inny;2023;31422.0;85.0;1968.0;LIFTBACK;Liftback;DIESEL;Diesel;104900;PLN
Kia;Sportage;Inny;Inny;2022;100000.0;110.0;1598.0;SUV;SUV;GASOLINE;Benzyna;102900;PLN
Renault;Captur;Inny;Inny;2024;680.0;107.0;1600.0;SUV;SUV;HYBRID;Hybrydowy;133900;PLN
BMW;Seria 4;Seria 4 Gran Coupé (F36);428i (245 KM) xDrive;2015;109824.0;180.0;1997.0;SEDAN;Sedan;GASOLINE;Benzyna;43600;PLN
Volkswagen;Passat;Inny;Inny;2019;80989.0;140.0;1968.0;KOMBI;Kombi;DIESEL;Diesel;109800;PLN
Toyota;Corolla Cross;Inny;Inny;2023;18202.0;112.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;151900;PLN
Toyota;Corolla;Inny;Inny;2022;14314.0;92.0;1490.0;SEDAN;Sedan;GASOLINE;Benzyna;91800;PLN
Subaru;WRX;WRX STI (facelift 2018);2.5 (300 KM) AWD;2019;74781.0;224.0;2500.0;SEDAN;Sedan;GASOLINE;Benzyna;92000;PLN
Ford;Focus;Inny;Inny;2011;275434.0;70.0;1560.0;OTHER;Nieznany;DIESEL;Diesel;3100;PLN
Mercedes-Benz;GLB;GLB;GLB 180d (116 KM) DCT;2024;10162.0;;2000.0;SUV;SUV;DIESEL;Diesel;234900;PLN
Volvo;V90;Inny;Inny;2020;143600.0;173.0;1969.0;KOMBI;Kombi;DIESEL;Diesel;133578;PLN
BMW;Seria 3;Seria 3 Touring (G21);320d (190 KM) xDrive Steptronic;2021;88130.0;;2000.0;KOMBI;Kombi;DIESEL;Diesel;119900;PLN
Volvo;XC90;Inny;Inny;2019;66414.0;223.0;1969.0;SUV;SUV;HYBRID;Hybrydowy;149100;PLN
BMW;Seria 3;Seria 3 Touring (G21);320d (190 KM) xDrive Steptronic;2022;33300.0;;2000.0;KOMBI;Kombi;DIESEL;Diesel;139900;PLN
Opel;Astra;Inny;Inny;2020;157000.0;90.0;1496.0;KOMBI;Kombi;DIESEL;Diesel;49900;PLN
DS;6;Inny;Inny;2022;53730.0;132.0;1598.0;SUV;SUV;GASOLINE;Benzyna;148000;PLN
Chrysler;Grand Voyager;Inny;Inny;2000;325926.0;116.0;3301.0;MINIVAN;Minivan;LPG;LPG;7900;PLN
Hyundai;i20;i20 Active;Inny;2009;128000.0;57.0;1248.0;HATCHBACK;Hatchback;OTHER;Inny;15900;PLN
Peugeot;508;Inny;Inny;2016;156000.0;132.0;1997.0;KOMBI;Kombi;DIESEL;Diesel;52900;PLN
Hyundai;Elantra;Inny;Inny;2023;35833.0;90.0;1598.0;OTHER;Nieznany;GASOLINE;Benzyna;95900;PLN
Jeep;Renegade;Renegade;2.4 MultiAir2 TIGERSHARK (185 KM) Automatic 4x4;2015;124427.0;132.0;2400.0;SUV;SUV;GASOLINE;Benzyna;47000;PLN
Niewiadów;N-Cross 3os;Inny;Inny;2024;0.0;0.0;0.0;TRAILER;Przyczepa kempingowa;OTHER;Inny;75400;PLN
Volkswagen;Golf Sportsvan;Inny;Inny;2019;224000.0;84.0;1600.0;MINIVAN;Minivan;DIESEL;Diesel;59800;PLN
Toyota;Camry;Inny;Inny;2019;74608.0;;2487.0;SEDAN;Sedan;OTHER;Inny;89000;PLN
Toyota;RAV4;Inny;Inny;2024;2474.0;225.0;2487.0;SUV;SUV;HYBRID;Hybrydowy;259900;PLN
Toyota;Corolla;Inny;Inny;2022;41439.0;92.0;1490.0;SEDAN;Sedan;GASOLINE;Benzyna;52400;PLN
Toyota;Corolla;Inny;Inny;2022;62126.0;72.0;1798.0;HATCHBACK;Hatchback;HYBRID;Hybrydowy;94900;PLN
Hyundai;i10;Inny;Inny;2018;56432.0;49.0;1000.0;OTHER;Nieznany;GASOLINE;Benzyna;10197;EUR
Audi;A4;Inny;Inny;2009;164310.0;132.0;2000.0;KOMBI;Kombi;GASOLINE;Benzyna;34900;PLN
Mazda;CX-5;Inny;Inny;2016;176000.0;118.0;1998.0;SUV;SUV;GASOLINE;Benzyna;73500;PLN
Citroen;C3;Inny;Inny;2023;23325.0;61.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;58900;PLN
Fiat;Talento;Inny;Inny;2016;210150.0;88.0;1598.0;OTHER;Nieznany;DIESEL;Diesel;38500;PLN
Hyundai;Tucson;Tucson III;1.6 GDI (132 KM);2017;136000.0;97.0;1591.0;SUV;SUV;GASOLINE;Benzyna;68900;PLN
Alfa Romeo;Stelvio;Stelvio;2.0 GME (280 KM) AWD Automatic;2019;140000.0;206.0;2000.0;SUV;SUV;GASOLINE;Benzyna;109000;PLN
Honda;Civic;Inny;Inny;2019;112052.0;93.0;988.0;SEDAN;Sedan;GASOLINE;Benzyna;65900;PLN
Lexus;NX;Inny;Inny;2017;75341.0;175.0;1998.0;KOMBI;Kombi;GASOLINE;Benzyna;124700;PLN
Nissan;Qashqai;Inny;Inny;2024;8381.0;116.0;1332.0;SUV;SUV;GASOLINE;Benzyna;144900;PLN
Suzuki;SX-4 s-cross;Inny;Inny;2022;41000.0;95.0;1373.0;SUV;SUV;GASOLINE;Benzyna;89850;PLN
Skoda;Fabia;Inny;Inny;2004;282509.0;55.0;1390.0;OTHER;Nieznany;GASOLINE;Benzyna;700;PLN
Volkswagen;Taigo;Inny;Inny;2024;0.0;110.0;1498.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;117900;PLN
Volkswagen;Amarok;Inny;Inny;2020;209716.0;190.0;2967.0;OTHER;Nieznany;DIESEL;Diesel;136284;PLN
Skoda;Superb;Inny;Inny;2021;78167.0;147.0;1968.0;KOMBI;Kombi;DIESEL;Diesel;134900;PLN
Volvo;XC60;Inny;Inny;2021;78852.0;145.0;1969.0;SUV;SUV;GASOLINE;Benzyna;102600;PLN
Kia;Sportage;Inny;Inny;2018;67500.0;97.0;1600.0;SUV;SUV;GASOLINE;Benzyna;82900;PLN
Ford;Mondeo;Inny;Inny;2021;156337.0;140.0;1995.0;KOMBI;Kombi;DIESEL;Diesel;85900;PLN
Ford;Focus;Inny;Inny;2003;340000.0;66.0;1753.0;KOMBI;Kombi;DIESEL;Diesel;3300;PLN
Hyundai;IONIQ 5;Inny;Inny;2024;10.0;168.0;0.0;SUV;SUV;EV;Elektryczny;204900;PLN
Volkswagen;T-Cross;Inny;Inny;2021;36120.0;81.0;999.0;SUV;SUV;GASOLINE;Benzyna;84900;PLN
Rolls-Royce;Wraith;Inny;Inny;2015;160000.0;465.0;6600.0;COUPE;Coupe;GASOLINE;Benzyna;899999;PLN
Volkswagen;Golf;Inny;Inny;2024;0.0;110.0;1498.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;115000;PLN
Hyundai;Elantra;Inny;Inny;2016;72867.0;100.0;1582.0;SEDAN;Sedan;DIESEL;Diesel;52900;PLN
Audi;Q8;Inny;Inny;2021;43950.0;280.0;2995.0;SUV;SUV;HYBRID;Hybrydowy;359980;PLN
Alfa Romeo;Stelvio;Inny;Inny;2024;5.0;206.0;1995.0;SUV;SUV;GASOLINE;Benzyna;242890;PLN
Toyota;Camry;Inny;Inny;2019;64002.0;;2487.0;SEDAN;Sedan;OTHER;Inny;94000;PLN
Toyota;C-HR;Inny;Inny;2017;42515.0;85.0;1197.0;SUV;SUV;GASOLINE;Benzyna;77900;PLN
Iveco;Daily;Inny;Inny;2022;168580.0;129.0;2998.0;OTHER;Nieznany;DIESEL;Diesel;106900;PLN
Toyota;RAV4;Inny;Inny;2021;43112.0;163.0;2487.0;SUV;SUV;HYBRID;Hybrydowy;152900;PLN
Suzuki;Ignis;Inny;Inny;2019;29017.0;66.0;1240.0;OTHER;Nieznany;GASOLINE;Benzyna;15146;EUR
Seat;Ateca;Inny;Inny;2019;76400.0;110.0;1500.0;SUV;SUV;GASOLINE;Benzyna;94500;PLN
Iveco;Daily;Inny;Inny;2023;200.0;118.0;2998.0;OTHER;Nieznany;DIESEL;Diesel;240834;PLN
Volkswagen;Tiguan;Tiguan II (facelift 2020);2.0 TDI (200 KM) SCR 4MOTION DSG;2020;57900.0;140.0;1995.0;SUV;SUV;DIESEL;Diesel;159900;PLN
Audi;A4;A4 Avant (B7 8E);2.0 TDI (170 KM);2004;194000.0;117.0;2500.0;KOMBI;Kombi;DIESEL;Diesel;10400;PLN
BMW;Seria 3;Inny;Inny;2003;;110.0;1995.0;KOMBI;Kombi;DIESEL;Diesel;6990;PLN
Toyota;Corolla;Inny;Inny;2017;66078.0;73.0;1329.0;SEDAN;Sedan;GASOLINE;Benzyna;49899;PLN
Mercedes-Benz;Sprinter;Inny;Inny;2023;16000.0;125.0;2000.0;OTHER;Nieznany;DIESEL;Diesel;179899;PLN
Land Rover;Range Rover;Inny;Inny;2023;18700.0;149.0;1998.0;SUV;SUV;DIESEL;Diesel;278900;PLN
BMW;3GT;Inny;Inny;2015;247000.0;135.0;2000.0;LIFTBACK;Liftback;GASOLINE;Benzyna;55900;PLN
Mercedes-Benz;Klasa E;Inny;Inny;2011;97155.0;135.0;1796.0;OTHER;Nieznany;GASOLINE;Benzyna;57900;PLN
Volkswagen;Passat;Inny;Inny;2001;235375.0;96.0;1896.0;OTHER;Nieznany;DIESEL;Diesel;1000;PLN
Ford;Kuga;Inny;Inny;2009;192640.0;100.0;1997.0;SUV;SUV;DIESEL;Diesel;28900;PLN
Jaguar;F-Pace;Inny;Inny;2022;34841.0;150.0;1997.0;SUV;SUV;DIESEL;Diesel;190035;PLN
Audi;A4;Inny;Inny;2007;203000.0;96.0;1984.0;KOMBI;Kombi;GASOLINE;Benzyna;14900;PLN
Volvo;V90;Inny;Inny;2021;135817.0;173.0;1969.0;KOMBI;Kombi;HYBRID;Hybrydowy;144300;PLN
Jeep;Grand Cherokee;Grand Cherokee III (WK);4.7i V8 (238 KM) Automatic;2005;33000.0;173.0;4700.0;KOMBI;Kombi;LPG;LPG;25000;PLN
Toyota;C-HR;Inny;Inny;2023;12625.0;135.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;134900;PLN
Lexus;ES;Inny;Inny;2021;100207.0;164.0;2487.0;SEDAN;Sedan;HYBRID;Hybrydowy;159900;PLN
Toyota;C-HR;Inny;Inny;2021;42811.0;135.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;114900;PLN
Toyota;C-HR;Inny;Inny;2021;120002.0;135.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;108900;PLN
Toyota;C-HR;Inny;Inny;2023;16630.0;135.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;142900;PLN
Toyota;C-HR;Inny;Inny;2024;7113.0;112.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;164900;PLN
Toyota;Corolla;Inny;Inny;2022;47268.0;90.0;1798.0;SEDAN;Sedan;HYBRID;Hybrydowy;89900;PLN
Suzuki;Swift;Inny;Inny;2020;65409.0;61.0;1197.0;HATCHBACK;Hatchback;HYBRID;Hybrydowy;53850;PLN
Suzuki;Swift;Inny;Inny;2020;65409.0;61.0;1197.0;HATCHBACK;Hatchback;HYBRID;Hybrydowy;53850;PLN
Toyota;Corolla;Inny;Inny;2019;204581.0;;1798.0;OTHER;Nieznany;OTHER;Inny;49000;PLN
Audi;A4;Inny;Inny;2009;274000.0;118.0;1798.0;KOMBI;Kombi;GASOLINE;Benzyna;29900;PLN
Ford;Transit;Inny;Inny;2022;89016.0;88.0;1498.0;OTHER;Nieznany;DIESEL;Diesel;29500;PLN
Kia;Picanto;Inny;Inny;2012;183000.0;51.0;998.0;HATCHBACK;Hatchback;LPG;LPG;19800;PLN
Renault;Trafic;Inny;Inny;2019;148296.0;88.0;1600.0;OTHER;Nieznany;DIESEL;Diesel;32142;EUR
Mini;Countryman;Inny;Inny;2013;124000.0;135.0;1598.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;54900;PLN
Peugeot;308;Inny;Inny;2016;85374.0;74.0;1560.0;HATCHBACK;Hatchback;DIESEL;Diesel;26900;PLN
Citroen;Jumpy;Inny;Inny;2016;210282.0;94.0;1997.0;BUS;Nieznany;DIESEL;Diesel;39900;PLN
Audi;Q8;Inny;Inny;2022;53000.0;250.0;2995.0;SUV;SUV;GASOLINE;Benzyna;369900;PLN
Hyundai;Tucson;Inny;Inny;2021;45100.0;110.0;1598.0;SUV;SUV;GASOLINE;Benzyna;126900;PLN
Toyota;Yaris;Inny;Inny;2020;60516.0;82.0;1496.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;64900;PLN
Toyota;Auris;Inny;Inny;2016;102680.0;73.0;1329.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;46900;PLN
Toyota;Aygo;Inny;Inny;2021;27320.0;53.0;998.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;54900;PLN
Volkswagen;Touran;Inny;Inny;2019;112413.0;110.0;1498.0;MINIVAN;Minivan;GASOLINE;Benzyna;94900;PLN
Kia;Ceed;Inny;Inny;2018;182160.0;66.0;1396.0;HATCHBACK;Hatchback;DIESEL;Diesel;33900;PLN
Opel;Astra;Inny;Inny;2006;331447.0;74.0;1910.0;OTHER;Nieznany;DIESEL;Diesel;1200;PLN
Mercedes-Benz;CLA;Inny;Inny;2019;82203.0;90.0;1595.0;SEDAN;Sedan;GASOLINE;Benzyna;86800;PLN
Ford;Mondeo;Inny;Inny;2020;161790.0;110.0;1995.0;LIFTBACK;Liftback;DIESEL;Diesel;53962;PLN
Mitsubishi;Space Star;Inny;Inny;2022;26043.0;52.0;1200.0;OTHER;Nieznany;GASOLINE;Benzyna;59900;PLN
BMW;X5;Inny;Inny;2023;57381.0;210.0;2993.0;SUV;SUV;HYBRID;Hybrydowy;288200;PLN
BMW;X5;Inny;Inny;2014;260000.0;160.0;1995.0;SUV;SUV;DIESEL;Diesel;89900;PLN
Peugeot;208;Inny;Inny;2023;9821.0;55.0;1199.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;64900;PLN
Toyota;C-HR;Inny;Inny;2023;7954.0;112.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;159900;PLN
Nissan;X-Trail;Inny;Inny;2022;24356.0;157.0;1497.0;SUV;SUV;HYBRID;Hybrydowy;179900;PLN
Mercedes-Benz;GLB;Inny;Inny;2023;8422.0;120.0;1332.0;SUV;SUV;GASOLINE;Benzyna;209900;PLN
Nissan;Juke;Inny;Inny;2024;3.0;105.0;1598.0;SUV;SUV;HYBRID;Hybrydowy;139660;PLN
DS;7;7 Crossback;2.0 BlueHDi (180 KM) Automatic;2021;183000.0;132.0;1998.0;SUV;SUV;DIESEL;Diesel;89900;PLN
Volvo;XC40;Inny;Inny;2019;140507.0;120.0;1477.0;SUV;SUV;GASOLINE;Benzyna;97900;PLN
Volkswagen;Golf;Inny;Inny;2011;119000.0;63.0;1197.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;28800;PLN
Skoda;Superb;Inny;Inny;2021;123060.0;147.0;1968.0;KOMBI;Kombi;DIESEL;Diesel;119900;PLN
Toyota;Corolla;Inny;Inny;2019;260493.0;;1798.0;SEDAN;Sedan;OTHER;Inny;49000;PLN
Microcar;Inny;Inny;Inny;2016;10134.0;4.0;505.0;COUPE;Coupe;DIESEL;Diesel;26900;PLN
Renault;Master;Inny;Inny;2021;104210.0;100.0;2299.0;OTHER;Nieznany;DIESEL;Diesel;55000;PLN
Volkswagen;Golf;Inny;Inny;2017;176701.0;135.0;1968.0;KOMBI;Kombi;DIESEL;Diesel;74900;PLN
Opel;Crossland;Inny;Inny;2019;47237.0;81.0;1200.0;OTHER;Nieznany;GASOLINE;Benzyna;45051;EUR
Toyota;C-HR;Inny;Inny;2023;20551.0;135.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;145500;PLN
Mercedes-Benz;Klasa C;Inny;Inny;2016;135000.0;100.0;1598.0;KOMBI;Kombi;DIESEL;Diesel;64999;PLN
Toyota;Corolla;Inny;Inny;2020;54544.0;135.0;;KOMBI;Kombi;HYBRID;Hybrydowy;91899;PLN
Ford;Kuga;Inny;Inny;2022;30317.0;140.0;;SUV;SUV;HYBRID;Hybrydowy;137899;PLN
Toyota;C-HR;Inny;Inny;2022;111714.0;135.0;;HATCHBACK;Hatchback;HYBRID;Hybrydowy;99899;PLN
Volkswagen;Golf;Inny;Inny;2008;180000.0;59.0;1390.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;20900;PLN
Volkswagen;Golf;Inny;Inny;2024;5.0;110.0;1498.0;OTHER;Nieznany;GASOLINE;Benzyna;126900;PLN
Volkswagen;Golf;Inny;Inny;2019;74547.0;110.0;1968.0;OTHER;Nieznany;DIESEL;Diesel;74900;PLN
Seat;Arona;Inny;Inny;2024;0.0;85.0;999.0;SUV;SUV;GASOLINE;Benzyna;107000;PLN
Volkswagen;Passat;Inny;Inny;2024;5.0;110.0;1968.0;KOMBI;Kombi;DIESEL;Diesel;189900;PLN
Peugeot;207;Inny;Inny;2006;149322.0;54.0;1360.0;OTHER;Nieznany;GASOLINE;Benzyna;1300;PLN
Skoda;Octavia;Inny;Inny;2020;122025.0;85.0;1598.0;OTHER;Nieznany;GASOLINE;Benzyna;59900;PLN
Renault;Koleos;Inny;Inny;2018;127660.0;129.0;1995.0;SUV;SUV;DIESEL;Diesel;72324;PLN
Renault;Talisman;Inny;Inny;2021;100124.0;116.0;1332.0;SEDAN;Sedan;GASOLINE;Benzyna;74000;PLN
Volvo;S90;Inny;Inny;2017;130672.0;140.0;1969.0;SEDAN;Sedan;DIESEL;Diesel;68400;PLN
Volkswagen;Caddy;Inny;Inny;2020;109309.0;75.0;1968.0;KOMBI;Kombi;DIESEL;Diesel;73900;PLN
Ford;Kuga;Inny;Inny;2009;210070.0;99.0;1997.0;SUV;SUV;DIESEL;Diesel;29999;PLN
Volkswagen;Tiguan;Inny;Inny;2021;109658.0;147.0;1968.0;SUV;SUV;DIESEL;Diesel;145500;PLN
Toyota;Yaris;Inny;Inny;2024;11656.0;192.0;1618.0;OTHER;Nieznany;GASOLINE;Benzyna;149900;PLN
Audi;RS 6;Inny;Inny;2024;0.0;463.0;3996.0;KOMBI;Kombi;GASOLINE;Benzyna;690804;PLN
Audi;Q5;Inny;Inny;2022;41428.0;150.0;1968.0;OTHER;Nieznany;DIESEL;Diesel;210000;PLN
Skoda;Superb;Inny;Inny;2020;105559.0;206.0;1984.0;KOMBI;Kombi;GASOLINE;Benzyna;134900;PLN
Volvo;V90;Inny;Inny;2020;126806.0;140.0;1969.0;KOMBI;Kombi;DIESEL;Diesel;134900;PLN
Opel;Movano;Inny;Inny;2024;0.0;103.0;2179.0;OTHER;Nieznany;DIESEL;Diesel;143910;PLN
Audi;A4;Inny;Inny;2023;19495.0;110.0;1984.0;SEDAN;Sedan;GASOLINE;Benzyna;154900;PLN
Toyota;Camry;Inny;Inny;2019;162616.0;;2487.0;SEDAN;Sedan;OTHER;Inny;68000;PLN
BMW;X1;Inny;Inny;2022;7000.0;169.0;1998.0;SUV;SUV;GASOLINE;Benzyna;148900;PLN
Toyota;Corolla;Inny;Inny;2022;41261.0;92.0;1490.0;SEDAN;Sedan;GASOLINE;Benzyna;51168;PLN
Mercedes-Benz;Klasa G;Inny;Inny;2013;92997.0;154.0;2987.0;SUV;SUV;DIESEL;Diesel;329900;PLN
Seat;Leon;Inny;Inny;2019;53967.0;132.0;1600.0;OTHER;Nieznany;DIESEL;Diesel;45051;EUR
Peugeot;208;208 I;1.4 VTi (95 KM);2012;195000.0;70.0;1397.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;18900;PLN
Citroen;C4;Inny;Inny;2020;104000.0;96.0;1199.0;MINIVAN;Minivan;GASOLINE;Benzyna;54900;PLN
Ford;S-MAX;Inny;Inny;2020;108604.0;140.0;1997.0;MINIVAN;Minivan;DIESEL;Diesel;119900;PLN
Fiat;Ducato;Inny;Inny;2024;0.0;103.0;2184.0;OTHER;Nieznany;DIESEL;Diesel;147354;PLN
Volkswagen;Multivan;Inny;Inny;2024;5.0;150.0;1984.0;MINIVAN;Minivan;GASOLINE;Benzyna;287600;PLN
Ford;Transit;Inny;Inny;2024;11.0;96.0;1995.0;OTHER;Nieznany;DIESEL;Diesel;122999;PLN
Opel;Mokka;Inny;Inny;2017;84000.0;112.0;1399.0;SUV;SUV;GASOLINE;Benzyna;66900;PLN
Toyota;Corolla Cross;Inny;Inny;2023;4021.0;145.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;164900;PLN
Lexus;UX;Inny;Inny;2021;98160.0;112.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;136500;PLN
Toyota;Corolla;Inny;Inny;2021;158674.0;90.0;1798.0;SEDAN;Sedan;HYBRID;Hybrydowy;74900;PLN
BMW;X1;Inny;Inny;2010;269660.0;100.0;1995.0;OTHER;Nieznany;DIESEL;Diesel;4800;PLN
Toyota;Yaris;Inny;Inny;2017;155931.0;74.0;1497.0;HATCHBACK;Hatchback;HYBRID;Hybrydowy;49300;PLN
Renault;Trafic;Inny;Inny;2022;76823.0;110.0;1997.0;VAN;Nieznany;DIESEL;Diesel;90774;PLN
Toyota;Corolla;Inny;Inny;2021;85683.0;92.0;1496.0;SEDAN;Sedan;GASOLINE;Benzyna;69900;PLN
Peugeot;508;Inny;Inny;2019;189746.0;96.0;1499.0;HATCHBACK;Hatchback;DIESEL;Diesel;60800;PLN
Toyota;RAV4;Inny;Inny;2022;33209.0;130.0;2487.0;SUV;SUV;HYBRID;Hybrydowy;155800;PLN
Toyota;C-HR;Inny;Inny;2023;13438.0;135.0;1987.0;SUV;SUV;HYBRID;Hybrydowy;131900;PLN
Ford;Grand C-Max;Inny;Inny;2012;225099.0;110.0;1596.0;KOMBI;Kombi;GASOLINE;Benzyna;28900;PLN
Opel;Corsa;Inny;Inny;2023;4900.0;55.0;1200.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;65900;PLN
Man;TGS;Inny;Inny;2018;210000.0;338.0;12419.0;DUMP;Wywrotka;DIESEL;Diesel;369000;PLN
Hyundai;i20;Inny;Inny;2021;67000.0;62.0;1197.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;55900;PLN
Toyota;Corolla Verso;Inny;Inny;2009;142682.0;95.0;1794.0;MINIVAN;Minivan;GASOLINE;Benzyna;25000;PLN
Ford;Focus;Inny;Inny;2017;268000.0;88.0;1499.0;KOMBI;Kombi;DIESEL;Diesel;25707;PLN
Ford;Mondeo;Inny;Inny;2007;206000.0;96.0;1997.0;KOMBI;Kombi;DIESEL;Diesel;14900;PLN
Renault;Trafic;Inny;Inny;2018;124000.0;88.0;1600.0;OTHER;Nieznany;DIESEL;Diesel;69999;PLN
Toyota;Camry;Inny;Inny;2019;173314.0;;2487.0;SEDAN;Sedan;OTHER;Inny;68000;PLN
BMW;Seria 7;Inny;Inny;2011;247149.0;299.0;4395.0;OTHER;Nieznany;GASOLINE;Benzyna;33990;PLN
Toyota;Corolla;Inny;Inny;2022;45359.0;92.0;1490.0;SEDAN;Sedan;GASOLINE;Benzyna;50400;PLN
Volkswagen;T-Roc;Inny;Inny;2024;5.0;140.0;1984.0;SUV;SUV;GASOLINE;Benzyna;160000;PLN
Opel;Crossland;Inny;Inny;2019;78412.0;81.0;1200.0;OTHER;Nieznany;GASOLINE;Benzyna;17727;EUR
Volkswagen;Caddy;Inny;Inny;2024;5.0;85.0;1498.0;VAN;VAN;GASOLINE;Benzyna;177400;PLN
Toyota;Yaris;Inny;Inny;2022;76700.0;53.0;998.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;67900;PLN
Toyota;C-HR;Inny;Inny;2017;140268.0;90.0;1798.0;SUV;SUV;HYBRID;Hybrydowy;85900;PLN
Nissan;Qashqai+2;Inny;Inny;2011;178800.0;110.0;1999.0;SUV;SUV;GASOLINE;Benzyna;33900;PLN
Krone;dk225;Inny;Inny;1990;0.0;0.0;0.0;TRAILER;Przyczepa;OTHER;Inny;44900;PLN
Opel;Zafira;Inny;Inny;2019;112000.0;100.0;1598.0;MINIVAN;Minivan;DIESEL;Diesel;48800;PLN
Audi;Q4 e-tron;Inny;Inny;2024;3000.0;210.0;0.0;SUV;SUV;EV;Elektryczny;238400;PLN
Hyundai;i20;Inny;Inny;2017;121000.0;55.0;1248.0;HATCHBACK;Hatchback;GASOLINE;Benzyna;36800;PLN
Ford;C-MAX;C-MAX (Facelift 2007);1.6 TDCi (90 KM);2008;240000.0;66.0;1600.0;MINIVAN;Minivan;DIESEL;Diesel;14900;PLN
Audi;A4;Inny;Inny;2024;1.0;110.0;1984.0;SEDAN;Sedan;GASOLINE;Benzyna;165222;PLN
Renault;Megane;Inny;Inny;2009;164337.0;63.0;1461.0;OTHER;Nieznany;DIESEL;Diesel;2000;PLN
Audi;Q7;Inny;Inny;2024;10.0;170.0;2967.0;SUV;SUV;DIESEL;Diesel;334400;PLN
Nissan;Juke;Inny;Inny;2022;18423.0;84.0;999.0;SUV;SUV;GASOLINE;Benzyna;83640;PLN
Volkswagen;Golf;Inny;Inny;2024;0.0;110.0;1498.0;KOMBI;Kombi;GASOLINE;Benzyna;123000;PLN
BMW;Seria 3;Inny;Inny;2019;139623.0;135.0;1998.0;KOMBI;Kombi;GASOLINE;Benzyna;53500;PLN
